shortName
Aaoar1
Acain1
Acema1
Aciri1_iso
Aciri1_meta
Acral2
Acrst1
Agabi_varbisH97_2
Agabi_varbur_1
Agahy1
Altal1
Altbr1
Amamu1
Amath1
Amnli1
Amore1
Antav1
Antlo1
Antsi1
Apimo1
Aplpr1
Armga1
Armme1_1
Artbe1
Artel1
Artol1
Arxad1
Ascim1
Ascni1
Ascru1
Ascsa1
Ashgo1
Ashgo1_1
Aspac1
Aspbr1
Aspca3
Aspcam1
Aspcl1
Aspfl1
Aspfo1
Aspfu1
Aspfu_A1163_1
Aspgl1
Aspka1_1
Aspni7
Aspni_bvT_1
Aspnid1
Aspni_DSM_1
Aspni_NRRL3_1
Aspnov1
Aspoch1
Aspor1
Aspph1
Aspste1
Aspsy1
Aspte1
Asptu1
Aspve1
Aspwe1
Aspzo1
Atrsp2
Aulhe2
Aurde3_1
Aurpu_var_mel1
Aurpu_var_nam1
Aurpu_var_pul1
Aurpu_var_sub1
Aurvu1
Babin1
Bacci1
Basun1
Batde5
Bauco1
Beaba1
Bimnz1
Bjead1_1
Blugr1
Boled1
Botbo1
Botci1
Botdo1_1
Bysci1
Cadsp1
Calco1
Calvi1
Canar1
Canca1
Canta1
Cante1
Catan1
Cenge3
Cepal1_1
Cepfr1_1
CerAGI
Cersp1
Cersu1
Cerun2
Cerzm1
Chagl_1
Chalo1
Chiap1
Chove1
Clael1
Clafu1
Clagr3
ClaPMI390
Clapy1
Cloro1
Cocca1
CocheC4_1
CocheC5_3
Cocim1
Coclu2
Cocmi1
Cocsa1
Cocvi1
Coere1
Colca1
Coler1
Colfa1
Colgr1
Colhi1
Colso1
Colsu1
Colzo1
Conco1
Conli1
Conlig1
ConPMI546
Conpu1
Conth1
Copci1
Copci_AmutBmut1
Corca1
Corgl3
Corma2
Cormi1
Croqu1
Cryne_H99_1
Cryne_JEC21_1
Crypa2
Cryvi1
Cucbe1
Cybja1
Cylto1
Dacsp1
Daequ1
DalEC12_1
Debha1
Decga1
Dekbr2
Delco1
Denbi1
Dicsq1
Didex1
Diocr1
Disac1
Dotse1
Dotsy1
Elmca1
Enccu1
Enche1
Encin1
Encro1
Entbi1
Erebi1
Eryha1
Eurhe1
Eutla1
Exigl1
Exova1
Fibra1
Fibsp1
Fishe1
Fomme1
Fompi3
Fusfu1
Fusgr1
Fusox1
Fusox2
Fusve1
Fusve2
Galma1
Ganpr1
Gansp1
Glalo1
Gloac1
Gloci1
Gloin1
Glost2
Glotr1_1
Grocl1
Guyne1
Gyman1
Gymau1
Gymch1
Gymci1_1
Gymlu1
Gyrli1
Hanpo2
Hanva1_1
Hebcy2
Hesve2finisherSC
Hetan2
Hetpy1
Hisca1
Hyabl1
Hydpi2
Hydru2
Hypbu1
HypCI4A_1
HypCO275_1
HypEC38_1
Hypsu1
Hyspu1_1
Ilysp1
Jaaar1
Jamsp1
Karrh1
Kazaf1
Klula1
Lacam1
Lacbi2
Laesu1
Leisp1
Lenfl1
Lenti6_1
Lenti7_1
Lepmu1
Leppa1
Leugo1_1
Leumo1
Lichy1
Linin1
Linth1
Lipst1_1
Lizem1
Lolmi1
Lopma1
Lopmy1
Lopni1
Lorju1
Macan1
Macfu1
Macph1
Maggr1
Magpo1
Malgl1
Malsy1_1
Marbr1
Marfi1
Marpt1
Maseb1
Meimi1
Melbi2
Melli1
Mellp1
Melpu1
Melsp1
Melti1
Melva1
Metac1
Metan1
Metbi1
Micca1
Mictr1
Mixos1
Monha1
Monpe1_1
Monpu1
Monru1
Morco1
Morel1
Mucci2
Mutel1
Mycfi2
Mycgr3
Myche1
Myrdu1
Myrin1
Mytre1
Nadfu1
Naifl1
Necha2
Nempa1
Neofi1
Neole1
Neopa1
Neucr2
Neucr_trp3_1
Neudi1
Neute_mat_a1
Neute_matA2
Nieex1
Nosce1
Obbri1
Oidma1
Ompol1
Onnsc1
Ophdi1
Ophpc1
Orpsp1_1
Pacta1_2
Panru1
Panst_KUC8834_1_1
Parbr1
Parsp1
Patat1
Paxam1
Paxin1
Paxru1
Penac1
Penbi1
Penbr2
PenbrAgRF18_1
Penca1
Pench1
PenchWisc1_1
Pendi1
Penex1
Penfe1
Pengl1
Penja1
Penla1
Penox1
Penra1
Perma1
Phaal1
Phaca1
Phchr2
Phisc1
Phlbr1
Phlgi1
Photr1
Phybl2
Phycit1
Picme2
Picpa1
Picst3
Pieho1_1
Pilcr1
PirE2_1
Pirin1
Pismi1
Pisti1
Plecu1
PleosPC15_2
PleosPC9_1
Plesi1
Plicr1
Pneji1
Podan2
